,URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATEPRO,WHOIS_REGDATE,WHOIS_UPDATED_DATE,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,Type
1055,B0_415,55,10,6,2,,42,21,421,7,46,38,3,5666,54,67,69645,6250,54,8.0,0
1056,B0_502,55,10,3,193,,42,21,107,71,27,18,4,3101,31,30,13795,3405,31,4.0,0
1057,B0_664,55,9,1,124,,42,21,599,428,56,52,4,7621,66,74,58567,8357,66,10.0,0
1058,B0_706,55,9,1,124,,42,21,599,428,42,30,9,4861,48,44,43523,5301,48,6.0,0
1059,B0_716,55,9,1,124,,42,21,599,428,33,29,1,5665,43,36,19433,6401,43,10.0,0
1060,B0_738,55,11,3,136,,42,89,26,449,48,39,11,5137,55,61,67877,5597,55,6.0,0
1061,B0_815,55,10,3,121,20474.0,42,158,337,17,0,0,0,0,0,0,0,0,0,0.0,0
1062,B0_879,55,12,1,124,1819.0,42,21,333,221,0,0,0,0,0,0,0,0,0,0.0,0
1063,B0_936,55,10,3,159,40179.0,42,21,199,412,0,0,0,0,0,0,0,0,0,0.0,0
1064,B0_959,55,11,5,115,324.0,2,98,408,293,0,0,0,0,0,0,0,0,0,0.0,0
1065,M0_93,56,11,4,210,,32,121,559,426,7,0,2,752,9,9,1197,916,9,2.0,1
1066,B0_1,56,8,4,7,257.0,42,21,753,47,0,0,0,0,0,2,124,0,0,0.0,0
1067,B0_1110,56,12,1,124,25471.0,29,98,890,158,0,0,0,0,0,0,0,0,0,0.0,0
1068,B0_1124,56,11,6,28,7215.0,42,21,123,100,0,0,0,0,0,0,0,0,0,0.0,0
1069,B0_1144,56,11,2,117,0.0,42,97,23,132,0,0,0,0,0,0,0,0,0,0.0,0
1070,B0_1179,56,12,1,124,1819.0,42,21,333,221,0,0,0,0,0,0,0,0,0,0.0,0
1071,B0_1214,56,9,3,28,965.0,7,176,847,190,0,0,0,0,0,0,0,0,0,0.0,0
1072,B0_1227,56,10,1,124,,42,21,599,428,0,0,0,0,0,0,0,0,0,0.0,0
1073,B0_1276,56,12,3,7,3042.0,42,21,355,495,0,0,0,0,0,0,0,0,0,0.0,0
1074,B0_1317,56,10,5,115,324.0,42,24,224,585,0,0,0,0,0,0,0,0,0,0.0,0
1075,B0_1396,56,11,3,8,8741.0,42,39,196,312,0,0,0,0,0,0,0,0,0,0.0,0
1076,B0_2062,56,10,3,124,,42,30,133,110,4,3,2,432,4,5,310,432,4,0.0,0
1077,B0_2215,56,10,3,200,14672.0,30,115,478,171,11,3,5,870,11,5,306,870,11,0.0,0
1078,B0_225,56,9,1,124,,42,21,599,428,57,51,3,8171,69,59,26659,9059,69,12.0,0
1079,B0_2281,56,11,4,7,229.0,29,98,129,402,5,5,3,450,5,7,479,450,5,0.0,0
1080,B0_249,56,9,1,124,,42,21,599,428,26,18,7,3928,32,27,10186,4368,32,6.0,0
1081,B0_28,56,11,5,115,324.0,2,98,408,293,20,2,7,1876,26,17,2205,2354,26,6.0,0
1082,B0_394,56,11,4,7,189.0,29,98,772,509,25,13,7,2910,31,30,7648,3402,31,6.0,0
1083,B0_421,56,9,5,115,324.0,42,92,266,210,12,3,7,1080,14,14,2498,1260,14,2.0,0
1084,B0_473,56,9,1,16,,7,125,704,523,15,2,5,1944,21,21,2698,2416,21,6.0,0
1085,B0_514,56,12,3,224,,9,170,669,558,10,4,4,944,14,15,3869,1252,14,4.0,0
1086,B0_522,56,13,6,7,67283.0,42,67,349,334,37,3,5,3050,43,44,65986,3492,43,6.0,0
1087,B0_56,56,12,1,200,1523.0,42,108,814,431,35,11,3,6351,43,46,22390,6989,43,8.0,0
1088,B0_615,56,10,5,115,324.0,42,13,878,436,18,13,2,3354,24,18,8544,3810,24,6.0,0
1089,B0_714,56,12,3,186,,42,21,107,71,8,3,3,847,16,18,1998,1435,16,8.0,0
1090,B0_853,56,9,1,7,1264.0,18,171,622,120,0,0,0,0,0,0,0,0,0,0.0,0
1091,B0_867,56,9,4,7,225.0,29,98,889,593,0,0,0,0,0,0,0,0,0,0.0,0
1092,B0_881,56,11,1,4,17072.0,12,19,690,390,0,0,0,0,0,0,0,0,0,0.0,0
1093,B0_943,56,11,6,7,17541.0,42,21,221,434,0,0,0,0,0,0,0,0,0,0.0,0
1094,B0_944,56,10,6,217,,42,35,262,176,0,0,0,0,0,0,0,0,0,0.0,0
1095,B0_98,56,11,6,226,,29,98,348,291,10,2,3,1256,14,14,1546,1576,14,4.0,0
1096,B0_984,56,11,1,217,,42,13,585,223,0,0,0,0,0,0,0,0,0,0.0,0
1097,B0_986,56,11,3,63,3782.0,30,115,687,524,0,0,0,0,0,0,0,0,0,0.0,0
1098,B0_1041,57,9,4,7,355.0,42,35,641,523,0,0,0,0,0,0,0,0,0,0.0,0
1099,B0_1092,57,11,3,169,7340.0,42,21,107,71,0,0,0,0,0,0,0,0,0,0.0,0
1100,B0_1249,57,11,6,49,5796.0,42,13,135,97,0,0,0,0,0,0,0,0,0,0.0,0
1101,B0_1348,57,10,3,136,,42,89,26,449,0,0,0,0,0,0,0,0,0,0.0,0
1102,B0_1414,57,9,1,124,,42,21,599,428,0,0,0,0,0,0,0,0,0,0.0,0
1103,B0_2081,57,11,6,93,448.0,29,98,889,593,2,2,1,356,2,4,246,356,2,0.0,0
1104,B0_2130,57,11,3,8,17249.0,29,98,219,344,15,13,7,1062,15,19,1354,1062,15,0.0,0
1105,B0_2150,57,11,5,115,324.0,29,98,731,243,8,5,5,696,8,10,636,696,8,0.0,0
1106,B0_2167,57,10,5,115,324.0,42,143,731,146,7,3,2,630,7,5,306,630,7,0.0,0
1107,B0_2173,57,12,6,124,20504.0,42,90,137,120,4,3,3,408,4,6,378,408,4,0.0,0
1108,B0_2191,57,12,6,52,6828.0,29,98,583,414,13,4,7,1074,13,5,306,1074,13,0.0,0
1109,B0_250,57,10,1,124,,42,21,599,428,63,58,6,8280,75,65,23559,9168,75,12.0,0
1110,B0_299,57,10,1,200,1510.0,42,108,814,431,37,9,11,5965,43,47,20145,6439,43,6.0,0
1111,B0_375,57,10,3,200,,35,47,304,169,16,0,3,1345,18,19,18597,1495,18,2.0,0
1112,B0_413,57,10,3,7,,29,98,193,169,16,0,7,1293,20,19,1754,1617,20,4.0,0
1113,B0_458,57,12,1,29,11202.0,42,45,104,561,79,2,7,5863,83,83,127368,6173,83,4.0,0
1114,B0_517,57,9,3,89,6588.0,21,111,294,211,19,8,10,1764,23,24,2364,2120,23,4.0,0
1115,B0_535,57,10,4,17,345.0,42,21,478,172,31,0,5,2335,33,37,35231,2493,33,2.0,0
1116,B0_546,57,13,3,148,,42,90,131,57,42,7,12,3944,48,40,23329,4404,48,6.0,0
1117,B0_578,57,11,3,136,,42,89,26,449,32,26,3,4195,38,45,45691,4623,38,6.0,0
1118,B0_625,57,11,4,200,234.0,42,90,338,444,21,6,13,1627,25,23,2044,1933,25,4.0,0
1119,B0_636,57,10,1,7,21046.0,42,90,680,577,107,4,4,8986,111,148,234205,9294,111,4.0,0
1120,B0_732,57,11,6,117,23463.0,20,128,792,560,18,4,6,1965,22,21,7616,2249,22,4.0,0
1121,B0_749,57,10,5,115,324.0,29,98,889,593,62,0,3,4725,66,65,97272,5023,66,4.0,0
1122,B0_75,57,11,6,7,,42,24,829,506,9,0,3,871,11,12,4257,1021,11,2.0,0
1123,B0_791,57,11,4,7,241.0,42,143,200,280,0,0,0,0,0,0,0,0,0,0.0,0
1124,B0_86,57,7,3,52,1182.0,29,98,608,430,10,3,5,949,14,15,2597,1309,14,4.0,0
1125,B0_882,57,12,3,200,,42,13,677,160,0,0,0,0,0,0,0,0,0,0.0,0
1126,B0_932,57,13,3,181,,42,21,107,71,0,0,0,0,0,0,0,0,0,0.0,0
1127,B0_996,57,11,1,7,10280.0,42,45,861,303,0,0,0,0,0,0,0,0,0,0.0,0
1128,M0_103,58,12,3,7,,10,116,808,541,50,0,1,3592,52,53,66100,3744,52,2.0,1
1129,M0_83,58,13,3,217,5962.0,42,144,765,527,10,0,2,1692,14,15,8467,2004,14,4.0,1
1130,B0_1025,58,12,6,7,,42,90,254,280,0,0,0,0,0,0,0,0,0,0.0,0
1131,B0_1107,58,8,3,7,58.0,42,58,99,311,0,0,0,0,0,0,0,0,0,0.0,0
1132,B0_1256,58,10,5,115,324.0,42,143,731,146,0,0,0,0,0,0,0,0,0,0.0,0
1133,B0_1274,58,11,5,115,324.0,2,98,408,293,0,0,0,0,0,0,0,0,0,0.0,0
1134,B0_2031,58,9,1,217,,42,48,724,279,5,3,3,474,5,4,244,474,5,0.0,0
1135,B0_2074,58,11,6,226,,42,13,348,291,4,4,1,420,4,5,414,420,4,0.0,0
1136,B0_2201,58,10,3,106,208082.0,42,21,689,419,5,4,2,474,5,7,442,474,5,0.0,0
1137,B0_2223,58,11,5,124,,42,155,395,126,5,4,2,486,5,9,672,486,5,0.0,0
1138,B0_2254,58,11,1,217,,7,122,264,287,4,2,2,408,4,7,438,408,4,0.0,0
1139,B0_302,58,8,4,17,345.0,42,35,25,138,9,0,3,1481,13,12,1327,1773,13,4.0,0
1140,B0_329,58,12,5,115,324.0,42,21,263,382,50,42,4,6256,58,63,63202,6896,58,8.0,0
1141,B0_338,58,10,1,200,,7,105,143,45,5,0,3,620,7,8,626,770,7,2.0,0
1142,B0_358,58,9,5,124,324.0,42,24,180,84,14,0,1,1794,18,18,2242,2102,18,4.0,0
1143,B0_368,58,9,5,115,324.0,29,98,841,390,15,10,3,2344,19,17,6649,2668,19,4.0,0
1144,B0_554,58,10,3,86,1688.0,42,13,503,553,17,15,4,1146,17,5,416,1146,17,0.0,0
1145,B0_598,58,11,3,168,,42,21,107,71,44,37,6,6317,52,53,38708,6925,52,8.0,0
1146,B0_604,58,11,3,200,,29,98,242,548,20,9,4,3076,26,23,8668,3494,26,6.0,0
1147,B0_776,58,9,1,220,,42,13,236,121,0,0,0,0,0,0,0,0,0,0.0,0
1148,B0_845,58,11,3,136,,42,89,26,449,0,0,0,0,0,0,0,0,0,0.0,0
1149,B0_857,58,11,1,136,1179.0,42,89,26,449,0,0,0,0,0,0,0,0,0,0.0,0
1150,B0_921,58,12,6,229,90837.0,42,179,803,511,0,0,0,0,0,0,0,0,0,0.0,0
1151,B0_1081,59,11,3,136,,42,89,26,449,0,0,0,0,0,0,0,0,0,0.0,0
1152,B0_1119,59,11,6,148,,42,13,796,385,0,0,0,0,0,0,0,0,0,0.0,0
1153,B0_1138,59,10,4,124,,29,98,125,251,0,0,0,0,0,0,0,0,0,0.0,0
1154,B0_1153,59,11,4,28,,42,143,200,280,0,0,0,0,0,0,0,0,0,0.0,0
1155,B0_12,59,10,6,121,26958.0,29,98,204,393,15,10,1,2421,21,17,7924,2861,21,6.0,0
1156,B0_1206,59,12,6,200,162.0,5,95,781,13,0,0,0,0,0,0,0,0,0,0.0,0
1157,B0_1233,59,10,3,94,19404.0,42,45,142,163,0,0,0,0,0,0,0,0,0,0.0,0
1158,B0_1269,59,11,1,200,162.0,42,154,428,417,0,0,0,0,0,0,0,0,0,0.0,0
1159,B0_1331,59,10,5,124,324.0,42,35,369,305,0,0,0,0,0,0,0,0,0,0.0,0
1160,B0_1358,59,10,4,75,352.0,9,98,800,480,0,0,0,0,0,0,0,0,0,0.0,0
1161,B0_1399,59,9,1,124,,42,21,599,428,0,0,0,0,0,0,0,0,0,0.0,0
1162,B0_1417,59,11,6,124,7697.0,29,98,889,593,0,0,0,0,0,0,0,0,0,0.0,0
1163,B0_2047,59,10,5,124,324.0,42,35,369,305,6,5,3,528,6,6,407,528,6,0.0,0
1164,B0_2050,59,13,3,124,9322.0,42,9,696,475,8,5,6,672,8,12,768,672,8,0.0,0
1165,B0_2115,59,10,3,36,,14,98,231,9,10,3,8,828,10,16,1036,828,10,0.0,0
1166,B0_2243,59,11,3,81,,29,98,281,339,10,7,5,768,10,13,890,768,10,0.0,0
1167,B0_227,59,15,3,2,,42,21,255,360,20,6,5,2638,28,25,6137,3208,28,8.0,0
1168,B0_265,59,9,1,200,12629.0,42,21,574,552,24,0,11,1863,26,27,15088,2033,26,2.0,0
1169,B0_296,59,11,5,115,324.0,2,98,408,293,24,3,6,2752,30,24,8910,3230,30,6.0,0
1170,B0_397,59,9,5,124,324.0,42,24,180,84,14,0,1,1797,18,19,2308,2105,18,4.0,0
1171,B0_426,59,13,1,222,,42,143,376,280,8,3,8,552,8,5,420,552,8,0.0,0
1172,B0_486,59,13,5,115,324.0,42,143,200,280,29,12,6,3325,33,32,29835,3635,33,4.0,0
1173,B0_516,59,11,1,7,5290.0,42,35,457,302,17,2,2,1684,21,22,14589,2012,21,4.0,0
1174,B0_592,59,11,6,124,12965.0,42,35,453,318,48,9,12,3796,52,51,37621,4118,52,4.0,0
1175,B0_600,59,13,5,118,324.0,42,79,434,121,10,0,3,1170,16,14,1324,1584,16,6.0,0
1176,B0_618,59,11,1,148,,27,162,98,526,9,0,2,1589,13,13,2404,1909,13,4.0,0
1177,B0_620,59,10,3,7,,42,155,343,284,10,1,3,1300,14,15,13818,1618,14,4.0,0
1178,B0_674,59,12,6,200,162.0,5,95,781,13,22,12,5,3142,30,24,7684,3746,30,8.0,0
1179,B0_718,59,11,1,38,125.0,42,110,386,501,38,4,10,3936,44,46,29443,4404,44,6.0,0
1180,B0_779,59,12,1,200,1511.0,42,108,814,431,0,0,0,0,0,0,0,0,0,0.0,0
1181,B0_802,59,11,1,7,5290.0,42,35,457,302,0,0,0,0,0,0,0,0,0,0.0,0
1182,B0_87,59,12,3,148,,42,35,285,38,14,0,3,1438,18,16,4800,1734,18,4.0,0
1183,B0_93,59,10,6,121,19867.0,29,98,204,393,21,12,3,3104,29,23,8857,3696,29,8.0,0
1184,B0_999,59,13,4,219,,29,98,889,593,0,0,0,0,0,0,0,0,0,0.0,0
1185,B0_1031,60,11,1,7,,42,143,200,280,0,0,0,0,0,0,0,0,0,0.0,0
1186,B0_119,60,11,4,7,198.0,16,98,24,236,3,1,2,238,5,7,654,394,5,2.0,0
1187,B0_1211,60,11,1,124,1973.0,29,98,889,593,0,0,0,0,0,0,0,0,0,0.0,0
1188,B0_1278,60,10,6,148,,42,21,725,237,0,0,0,0,0,0,0,0,0,0.0,0
1189,B0_1297,60,11,4,7,243.0,42,143,200,280,0,0,0,0,0,0,0,0,0,0.0,0
1190,B0_1400,60,11,5,115,324.0,8,98,875,489,0,0,0,0,0,0,0,0,0,0.0,0
1191,B0_2035,60,10,6,101,21666.0,42,21,174,42,9,7,7,762,9,10,640,762,9,0.0,0
1192,B0_2053,60,12,3,200,,42,21,105,191,8,6,5,696,8,9,574,696,8,0.0,0
1193,B0_2108,60,10,3,36,8774.0,23,98,729,151,6,6,3,540,6,9,617,540,6,0.0,0
1194,B0_2168,60,13,1,124,1819.0,42,21,333,221,1,1,1,202,1,4,250,202,1,0.0,0
1195,B0_2292,60,11,3,219,2544.0,29,98,209,593,4,2,3,408,4,4,250,408,4,0.0,0
1196,B0_2312,60,13,6,7,,29,98,48,41,10,8,2,12231,10,11,1186,12231,10,0.0,0
1197,B0_359,60,11,1,148,,42,48,581,397,29,22,3,4932,35,41,23578,5392,35,6.0,0
1198,B0_384,60,12,4,200,,7,16,355,552,6,0,4,664,8,8,609,808,8,2.0,0
1199,B0_447,60,9,5,115,324.0,42,114,742,365,5,0,1,622,7,7,9159,812,7,2.0,0
1200,B0_611,60,11,1,7,,7,16,101,547,29,1,4,2630,35,35,35655,3102,35,6.0,0
1201,B0_627,60,11,3,7,40582.0,42,175,349,204,101,4,15,7002,107,79,172138,7422,107,6.0,0
1202,B0_635,60,13,3,163,,42,21,107,71,38,32,3,4488,44,44,44959,4944,44,6.0,0
1203,B0_662,60,11,6,124,19671.0,42,21,155,198,45,0,3,4192,53,54,62498,4834,53,8.0,0
1204,B0_675,60,13,6,118,,15,57,614,578,23,12,5,3208,32,26,8206,3883,32,9.0,0
1205,B0_70,60,12,3,7,,29,98,203,156,113,0,3,7746,117,134,229040,8062,117,4.0,0
1206,B0_770,60,12,3,148,,42,35,118,506,3,0,1,466,5,6,490,618,5,2.0,0
1207,B0_8,60,11,6,200,,42,27,470,360,14,9,2,2531,18,18,8177,2819,18,4.0,0
1208,B0_953,60,9,6,26,824.0,42,103,124,109,0,0,0,0,0,0,0,0,0,0.0,0
1209,B0_972,60,13,3,7,,42,148,84,217,0,0,0,0,0,0,0,0,0,0.0,0
1210,M0_56,61,12,1,7,526.0,12,98,57,48,0,0,0,0,0,2,124,0,0,0.0,1
1211,B0_1113,61,10,5,118,324.0,42,9,865,22,0,0,0,0,0,0,0,0,0,0.0,0
1212,B0_1189,61,12,1,96,4576.0,42,35,495,392,0,0,0,0,0,0,0,0,0,0.0,0
1213,B0_1231,61,12,3,30,39198.0,29,98,219,344,0,0,0,0,0,0,0,0,0,0.0,0
1214,B0_1290,61,11,5,148,,42,35,370,284,0,0,0,0,0,0,0,0,0,0.0,0
1215,B0_1366,61,10,1,7,6473.0,29,98,889,593,0,0,0,0,0,0,0,0,0,0.0,0
1216,B0_1409,61,9,1,118,11.0,42,155,127,424,0,0,0,0,0,0,0,0,0,0.0,0
1217,B0_157,61,11,1,64,11780.0,42,155,342,524,20,1,5,1930,28,24,8029,2610,28,8.0,0
1218,B0_164,61,12,1,7,,42,21,876,483,22,5,10,1673,24,22,2525,1837,24,2.0,0
1219,B0_2012,61,12,1,200,1522.0,42,108,814,431,4,3,2,432,4,6,376,432,4,0.0,0
1220,B0_2059,61,12,1,7,,29,98,531,111,5,3,3,498,5,7,438,498,5,0.0,0
1221,B0_2086,61,9,1,217,,29,98,181,547,12,7,5,960,12,10,640,960,12,0.0,0
1222,B0_2091,61,10,3,136,,42,89,26,449,5,5,3,498,5,8,508,498,5,0.0,0
1223,B0_2200,61,11,5,124,257.0,42,155,395,126,4,3,2,432,4,4,244,432,4,0.0,0
1224,B0_2210,61,12,3,136,,42,89,26,449,20,8,7,1344,20,10,739,1344,20,0.0,0
1225,B0_2287,61,11,5,124,257.0,42,155,395,126,10,5,7,792,10,15,971,792,10,0.0,0
1226,B0_2322,61,11,1,7,,42,32,54,434,7,3,3,582,7,5,306,582,7,0.0,0
1227,B0_240,61,11,6,7,8864.0,29,98,544,399,26,18,4,3798,34,36,18719,4444,34,8.0,0
1228,B0_272,61,13,1,7,267.0,42,90,113,20,7,1,3,743,11,13,1520,1033,11,4.0,0
1229,B0_342,61,13,3,148,,42,155,629,39,31,5,8,4514,39,40,26105,5168,39,8.0,0
1230,B0_350,61,11,6,200,,42,27,470,360,25,20,3,3252,29,35,36967,3540,29,4.0,0
1231,B0_924,61,14,6,118,25090.0,29,98,889,593,0,0,0,0,0,0,0,0,0,0.0,0
1232,B0_973,61,10,1,217,4347.0,42,24,225,583,0,0,0,0,0,0,0,0,0,0.0,0
1233,B0_106,62,13,1,7,6567.0,42,35,457,302,8,0,2,1089,14,13,1977,1601,14,6.0,0
1234,B0_1106,62,13,3,183,,42,21,107,71,0,0,0,0,0,0,0,0,0,0.0,0
1235,B0_1133,62,12,3,200,,29,98,242,548,0,0,0,0,0,0,0,0,0,0.0,0
1236,B0_1171,62,13,1,7,6567.0,42,35,457,302,0,0,0,0,0,0,0,0,0,0.0,0
1237,B0_1212,62,12,1,7,20986.0,42,90,680,577,0,0,0,0,0,0,0,0,0,0.0,0
1238,B0_1255,62,12,3,167,,42,21,107,71,0,0,0,0,0,0,0,0,0,0.0,0
1239,B0_1327,62,13,3,7,12440.0,7,109,714,542,0,0,0,0,0,0,0,0,0,0.0,0
1240,B0_1330,62,10,4,77,245.0,42,79,77,213,0,0,0,0,0,0,0,0,0,0.0,0
1241,B0_1379,62,9,5,115,324.0,42,114,496,365,0,0,0,0,0,0,0,0,0,0.0,0
1242,B0_276,62,11,4,28,,42,143,200,280,11,5,4,1040,15,19,2206,1374,15,4.0,0
1243,B0_383,62,11,6,6,382.0,29,98,121,353,21,5,7,1810,25,21,2519,2102,25,4.0,0
1244,B0_743,62,11,3,50,2192.0,19,59,424,480,32,8,11,2772,38,37,32655,3258,38,6.0,0
1245,B0_788,62,11,5,118,324.0,42,27,527,164,0,0,0,0,0,0,0,0,0,0.0,0
1246,B0_917,62,12,3,106,9285.0,42,21,689,419,0,0,0,0,0,0,0,0,0,0.0,0
1247,B0_995,62,12,1,7,,2,126,397,286,0,0,0,0,0,0,0,0,0,0.0,0
1248,B0_100,63,14,1,148,,29,98,506,261,18,0,2,1676,22,22,21002,1968,22,4.0,0
1249,B0_1000,63,12,6,28,7221.0,42,21,123,100,0,0,0,0,0,0,0,0,0,0.0,0
1250,B0_1182,63,11,3,198,14506.0,42,21,107,71,0,0,0,0,0,0,0,0,0,0.0,0
1251,B0_1202,63,13,3,185,,42,21,107,71,0,0,0,0,0,0,0,0,0,0.0,0
1252,B0_1291,63,12,3,7,,42,13,299,256,0,0,0,0,0,0,0,0,0,0.0,0
1253,B0_204,63,11,5,115,324.0,29,98,889,593,67,32,17,6011,73,42,28050,6453,73,6.0,0
1254,B0_2041,63,11,1,148,,29,98,377,159,4,4,1,420,4,6,476,420,4,0.0,0
1255,B0_2154,63,10,5,115,324.0,42,155,649,303,3,3,1,366,3,4,244,366,3,0.0,0
1256,B0_2276,63,9,4,17,345.0,29,98,855,54,4,2,2,408,4,7,448,408,4,0.0,0
1257,B0_3,63,12,3,7,,29,98,889,593,48,0,1,3840,52,51,52729,4156,52,4.0,0
1258,B0_380,63,12,5,115,1853.0,29,98,540,132,104,0,2,7535,106,124,204971,7683,106,2.0,0
1259,B0_417,63,14,1,7,,7,106,317,437,26,7,6,2506,30,25,2966,2814,30,4.0,0
1260,B0_497,63,11,1,7,3475.0,42,103,344,173,31,5,6,2293,33,24,17664,2459,33,2.0,0
1261,B0_52,63,11,6,102,42913.0,14,98,169,401,44,5,9,3414,48,46,47213,3722,48,4.0,0
1262,B0_547,63,13,5,115,324.0,42,143,200,280,32,20,13,3967,38,44,23969,4429,38,6.0,0
1263,B0_558,63,12,3,200,,42,48,759,469,14,3,4,2108,18,22,3406,2388,18,4.0,0
1264,B0_679,63,11,1,124,,42,21,599,428,31,13,8,5105,43,28,13437,5105,43,0.0,0
1265,B0_7,63,10,3,7,18235.0,42,155,58,541,4,1,2,583,6,8,737,735,6,2.0,0
1266,B0_722,63,10,5,115,324.0,42,114,742,365,35,19,11,3472,41,33,24847,3944,41,6.0,0
1267,B0_754,63,10,3,2,,42,21,255,360,29,10,7,4825,40,36,37575,5567,40,10.0,0
1268,B0_757,63,14,4,18,320.0,29,98,889,593,188,25,9,14064,194,217,298694,14522,194,6.0,0
1269,B0_771,63,11,1,7,5858.0,29,98,889,593,19,10,1,3181,25,25,16286,3605,25,6.0,0
1270,B0_1105,64,11,3,225,,42,155,21,480,0,0,0,0,0,0,0,0,0,0.0,0
1271,B0_1147,64,13,1,7,,42,21,400,284,0,0,0,0,0,0,0,0,0,0.0,0
1272,B0_1267,64,11,3,230,9418.0,41,98,633,238,0,0,0,0,0,0,0,0,0,0.0,0
1273,B0_1320,64,13,1,7,19111.0,42,90,680,577,0,0,0,0,0,0,0,0,0,0.0,0
1274,B0_1364,64,13,3,136,,42,89,26,449,0,0,0,0,0,0,0,0,0,0.0,0
1275,B0_1376,64,10,3,8,,42,169,140,401,0,0,0,0,0,0,0,0,0,0.0,0
1276,B0_191,64,10,3,7,,19,44,419,525,15,2,5,1238,17,9,760,1430,17,2.0,0
1277,B0_2049,64,11,3,8,,42,174,466,294,2,2,1,276,2,4,246,276,2,0.0,0
1278,B0_2114,64,12,3,124,,42,21,851,477,5,4,2,498,5,9,570,498,5,0.0,0
1279,B0_2195,64,11,6,217,,29,98,262,176,7,7,3,618,7,9,562,618,7,0.0,0
1280,B0_318,64,13,3,136,,42,89,26,449,10,2,6,1197,14,17,1374,1503,14,4.0,0
1281,B0_323,64,11,1,7,9498.0,15,66,541,245,10,1,3,1256,14,16,1909,1580,14,4.0,0
1282,B0_405,64,11,3,136,,42,89,26,449,39,18,14,4631,49,42,12921,5353,49,10.0,0
1283,B0_657,64,10,5,115,324.0,42,155,649,303,26,6,5,3201,30,29,20250,3517,30,4.0,0
1284,B0_78,64,13,5,118,324.0,28,129,791,206,16,1,5,1910,24,24,3124,2552,24,8.0,0
1285,B0_844,64,13,3,98,32344.0,42,137,655,371,0,0,0,0,0,0,0,0,0,0.0,0
1286,B0_860,64,14,3,148,,42,35,85,116,0,0,0,0,0,0,0,0,0,0.0,0
1287,B0_983,64,11,1,124,34.0,42,35,216,127,0,0,0,0,0,0,0,0,0,0.0,0
1288,B0_1003,65,11,1,117,3830.0,29,98,889,593,0,0,0,0,0,0,0,0,0,0.0,0
1289,B0_1356,65,12,3,136,,42,89,26,449,0,0,0,0,0,0,0,0,0,0.0,0
1290,B0_1367,65,11,1,7,36377.0,42,90,827,369,0,0,0,0,0,0,0,0,0,0.0,0
1291,B0_186,65,12,6,201,,7,105,549,371,35,9,12,2820,43,26,3034,3428,43,8.0,0
1292,B0_2129,65,14,6,200,,42,27,470,360,6,3,4,564,6,6,376,564,6,0.0,0
1293,B0_2189,65,14,3,200,,42,45,104,561,32,11,12,2232,32,14,954,2232,32,0.0,0
1294,B0_224,65,10,1,124,,42,21,599,428,43,35,3,5029,49,54,44203,5469,49,6.0,0
1295,B0_344,65,12,6,148,,42,24,584,363,9,0,3,1194,13,12,1736,1498,13,4.0,0
1296,B0_449,65,11,1,30,12339.0,29,98,75,72,18,8,7,1634,22,23,14294,1922,22,4.0,0
1297,B0_481,65,14,6,7,,42,155,467,274,326,317,3,26631,330,442,947971,26931,330,4.0,0
1298,B0_538,65,13,4,30,330.0,29,98,889,593,30,2,9,2510,34,34,34105,2810,34,4.0,0
1299,B0_76,65,12,1,7,,42,32,735,410,29,7,6,3999,37,37,17322,4619,37,8.0,0
1300,B0_825,65,11,4,7,245.0,42,143,200,280,0,0,0,0,0,0,0,0,0,0.0,0
1301,B0_929,65,11,3,213,40035.0,42,90,564,463,0,0,0,0,0,0,0,0,0,0.0,0
1302,M0_85,66,14,3,7,58.0,42,58,882,33,15,1,7,1863,19,18,7303,2175,19,4.0,1
1303,B0_1018,66,13,3,50,14750.0,29,98,889,593,0,0,0,0,0,0,0,0,0,0.0,0
1304,B0_1040,66,10,3,2,,42,21,255,360,0,0,0,0,0,0,0,0,0,0.0,0
1305,B0_1406,66,12,3,136,,42,89,26,449,0,0,0,0,0,0,0,0,0,0.0,0
1306,B0_2134,66,11,3,-1,9405.0,42,33,2,222,15,2,4,1026,15,4,246,1026,15,0.0,0
1307,B0_2187,66,10,6,148,,29,98,474,521,6,2,4,540,6,7,438,540,6,0.0,0
1308,B0_31,66,12,4,77,251.0,29,98,611,353,11,1,7,1012,15,15,1806,1316,15,4.0,0
1309,B0_846,66,15,3,148,,7,105,525,533,0,0,0,0,0,0,0,0,0,0.0,0
1310,B0_933,66,11,4,7,241.0,42,31,816,272,0,0,0,0,0,0,0,0,0,0.0,0
1311,B0_969,66,15,1,7,36571.0,29,98,328,128,0,0,0,0,0,0,0,0,0,0.0,0
1312,M0_177,67,14,6,223,,42,9,100,504,12,1,5,1366,18,17,2000,1850,18,6.0,1
1313,B0_1023,67,14,6,2,,42,21,255,360,0,0,0,0,0,0,0,0,0,0.0,0
1314,B0_1197,67,12,3,92,,29,98,426,497,0,0,0,0,0,0,0,0,0,0.0,0
